raw: 温格的球队终于又踢了一场经典的比赛，2比1战胜曼联之后枪手仍然留在了夺冠集团之内，
sen pred gold
新 B-com B-com
浪 I-com I-com
房 I-com I-com
产 I-com I-com
讯 O O
（ O O
编 B-pos B-pos
辑 I-pos I-pos
张 B-nam B-nam
丽 I-nam I-nam
） O O
大 B-add B-add
西 I-add I-add
洋 I-add I-add
新 I-add I-add
城 I-add I-add
聆 I-add I-add
湖 I-add I-add
苑 I-add I-add
位 O I-add
于 O I-add
朝 B-add I-add
阳 I-add I-add
区 I-add I-add
望 I-add I-add
京 I-add I-add
南 I-add I-add
湖 I-add I-add
南 I-add I-add
路 I-add I-add
1 I-add I-add
0 I-add I-add
号 I-add I-add
， O O
9 O O
3 O O
- O O
1 O O
1 O O
0 O O
平 O O
两 O O
居 O O
和 O O
1 O O
3 O O
0 O O
- O O


raw: 在巴厘岛乌鲁瓦图悬崖、海龟岛、金银岛这三处地方有一个很刺激的空中项目动力滑翔伞，
sen pred gold
在 O O
巴 B-sce B-sce
厘 I-sce I-sce
岛 I-sce I-sce
乌 B-sce I-sce
鲁 I-sce I-sce
瓦 I-sce I-sce
图 I-sce I-sce
悬 I-sce I-sce
崖 I-sce I-sce
、 O O
海 B-sce B-sce
龟 I-sce I-sce
岛 I-sce I-sce
、 O O
金 B-sce B-sce
银 I-sce I-sce
岛 I-sce I-sce
这 O O
三 O O
处 O O
地 O O
方 O O
有 O O
一 O O
个 O O
很 O O
刺 O O
激 O O
的 O O
空 O O
中 O O
项 O O
目 O O
动 O O
力 O O
滑 O O
翔 O O
伞 O O
， O O


raw: 戴维火线推荐：莫陆军萨格勒有冷沙尔克汉堡可博
sen pred gold
戴 B-nam O
维 I-nam O
火 O O
线 O O
推 O O
荐 O O
： O O
莫 B-org B-org
陆 I-org I-org
军 I-org I-org
萨 B-org I-org
格 I-org I-org
勒 I-org I-org
有 O O
冷 O O
沙 B-org O
尔 I-org O
克 I-org O
汉 B-org O
堡 I-org O
可 O O
博 O O


raw: 他是星际2有史以来最为嚣张的选手，他也是星际2中战术最多变操作最细腻的选手。
sen pred gold
他 O O
是 O O
星 B-gam B-gam
际 I-gam I-gam
2 I-gam I-gam
有 O O
史 O O
以 O O
来 O O
最 O O
为 O O
嚣 O O
张 O O
的 O O
选 B-pos O
手 I-pos O
， O O
他 O O
也 O O
是 O O
星 B-gam B-gam
际 I-gam I-gam
2 I-gam I-gam
中 O O
战 O O
术 O O
最 O O
多 O O
变 O O
操 O O
作 O O
最 O O
细 O O
腻 O O
的 O O
选 B-pos O
手 I-pos O
。 O O


raw: 对成钢作出解除取保候审的决定。由于银行拒绝恢复劳动关系，成钢诉至法院，
sen pred gold
对 O O
成 B-nam B-com
钢 I-nam I-com
作 O O
出 O O
解 O O
除 O O
取 O O
保 O O
候 O O
审 O O
的 O O
决 O O
定 O O
。 O O
由 O O
于 O O
银 O O
行 O O
拒 O O
绝 O O
恢 O O
复 O O
劳 O O
动 O O
关 O O
系 O O
， O O
成 O B-com
钢 O I-com
诉 O O
至 O O
法 B-gov O
院 I-gov O
， O O


raw: 的有趣现象。“链家地产”市场研究部认为，申请“七折房贷”前应该从两个方面细算账，
sen pred gold
的 O O
有 O O
趣 O O
现 O O
象 O O
。 O O
[UNK] B-com O
链 I-com B-com
家 I-com I-com
地 I-com I-com
产 I-com I-com
[UNK] I-com O
市 I-com O
场 I-com O
研 I-com O
究 I-com O
部 I-com O
认 O O
为 O O
， O O
申 O O
请 O O
[UNK] O O
七 O O
折 O O
房 O O
贷 O O
[UNK] O O
前 O O
应 O O
该 O O
从 O O
两 O O
个 O O
方 O O
面 O O
细 O O
算 O O
账 O O
， O O


raw: 以库塔地区为例，吃印尼菜可以去ma-joy，喝咖啡可以去delibistro，
sen pred gold
以 O O
库 B-add B-sce
塔 I-add I-sce
地 I-add O
区 I-add O
为 O O
例 O O
， O O
吃 O O
印 O O
尼 O O
菜 O O
可 O O
以 O O
去 O O
m B-sce B-add
a I-sce I-add
- I-sce I-add
j I-sce I-add
o I-sce I-add
y I-sce I-add
， O O
喝 O O
咖 O O
啡 O O
可 O O
以 O O
去 O O
d B-sce B-add
e I-sce I-add
l I-sce I-add
i I-sce I-add
b I-sce I-add
i I-sce I-add
s I-sce I-add
t I-sce I-add
r I-sce I-add
o I-sce I-add
， O O


raw: 龚建，男。ID“ZSMJ”，电子竞技DotA项目名将，现LGD.sGty战队队长，
sen pred gold
龚 B-nam B-nam
建 I-nam I-nam
， O O
男 O O
。 O O
i B-nam O
d I-nam O
[UNK] I-nam B-nam
z I-nam I-nam
s I-nam I-nam
m I-nam I-nam
j I-nam I-nam
[UNK] O I-nam
， O O
电 O O
子 O O
竞 O O
技 O O
d B-gam B-gam
o I-gam I-gam
t I-gam I-gam
a I-gam I-gam
项 O O
目 O O
名 O O
将 O O
， O O
现 O B-org
l B-org I-org
g I-org I-org
d I-org I-org
. I-org I-org
s I-org I-org
g I-org I-org
t I-org I-org
y I-org I-org
战 O I-org
队 O I-org
队 B-pos B-pos
长 I-pos I-pos
， O O


raw: 大众软件：你好，McGee老爷！我来自中国发行量最大的电脑游戏杂志《大众软件》。
sen pred gold
大 B-boo B-boo
众 I-boo I-boo
软 I-boo I-boo
件 I-boo I-boo
： O O
你 O O
好 O O
， O O
m B-nam O
c I-nam O
g I-nam O
e I-nam O
e I-nam O
老 O O
爷 O O
！ O O
我 O O
来 O O
自 O O
中 O O
国 O O
发 O O
行 O O
量 O O
最 O O
大 O O
的 O O
电 O O
脑 O O
游 O O
戏 O O
杂 O O
志 O O
《 B-boo B-boo
大 I-boo I-boo
众 I-boo I-boo
软 I-boo I-boo
件 I-boo I-boo
》 I-boo I-boo
。 O O


raw: 而是由于球队管理理念不同而愤然离队挺打击士气的。特别在目前伤兵满营的情况下，助教休顿很难鼓舞将士。
sen pred gold
而 O O
是 O O
由 O O
于 O O
球 O O
队 O O
管 O O
理 O O
理 O O
念 O O
不 O O
同 O O
而 O O
愤 O O
然 O O
离 O O
队 O O
挺 O O
打 O O
击 O O
士 O O
气 O O
的 O O
。 O O
特 O O
别 O O
在 O O
目 O O
前 O O
伤 O O
兵 O O
满 O O
营 O O
的 O O
情 O O
况 O O
下 O O
， O O
助 B-pos B-pos
教 I-pos I-pos
休 O B-nam
顿 O I-nam
很 O O
难 O O
鼓 O O
舞 O O
将 O O
士 O O
。 O O


raw: “伊势”号下水仪式于当天下午在石川岛播磨重工联合船舶公司横滨工厂举行。
sen pred gold
[UNK] O O
伊 O O
势 O O
[UNK] O O
号 O O
下 O O
水 O O
仪 O O
式 O O
于 O O
当 O O
天 O O
下 O O
午 O O
在 O O
石 B-com B-com
川 I-com I-com
岛 I-com I-com
播 I-com I-com
磨 I-com I-com
重 I-com I-com
工 I-com I-com
联 I-com I-com
合 I-com I-com
船 I-com I-com
舶 I-com I-com
公 I-com I-com
司 I-com I-com
横 I-com B-add
滨 I-com I-add
工 I-com I-add
厂 I-com I-add
举 O O
行 O O
。 O O


raw: 安然初盘解读：不来梅主场挽颓势切尔西防范平局
sen pred gold
安 B-nam B-nam
然 I-nam I-nam
初 O O
盘 O O
解 O O
读 O O
： O O
不 B-org O
来 I-org O
梅 I-org O
主 O O
场 O O
挽 O O
颓 O O
势 O O
切 B-org B-org
尔 I-org I-org
西 I-org I-org
防 O O
范 O O
平 O O
局 O O


raw: 意大利文化遗产部和盖蒂博物馆就后者收藏的意大利文物归属权问题展开谈判。
sen pred gold
意 B-gov B-gov
大 I-gov I-gov
利 I-gov I-gov
文 I-gov I-gov
化 I-gov I-gov
遗 I-gov I-gov
产 I-gov I-gov
部 I-gov I-gov
和 O O
盖 B-sce B-sce
蒂 I-sce I-sce
博 I-sce I-sce
物 I-sce I-sce
馆 I-sce I-sce
就 O O
后 O O
者 O O
收 O O
藏 O O
的 O O
意 O B-add
大 O I-add
利 O I-add
文 O O
物 O O
归 O O
属 O O
权 O O
问 O O
题 O O
展 O O
开 O O
谈 O O
判 O O
。 O O


raw: 来自土耳其的加拉塔萨雷上上赛季主场输给埃因霍温，随后战胜利物浦。本场看好3/0打出。
sen pred gold
来 O O
自 O O
土 O B-add
耳 O I-add
其 O I-add
的 O O
加 B-org B-org
拉 I-org I-org
塔 I-org I-org
萨 I-org I-org
雷 I-org I-org
上 O O
上 O O
赛 O O
季 O O
主 O O
场 O O
输 O O
给 O O
埃 B-org B-org
因 I-org I-org
霍 I-org I-org
温 I-org I-org
， O O
随 O O
后 O O
战 O O
胜 O O
利 B-org B-org
物 I-org I-org
浦 I-org I-org
。 O O
本 O O
场 O O
看 O O
好 O O
3 O O
/ O O
0 O O
打 O O
出 O O
。 O O


raw: 的修改，推出了被国人称为《半条命人质版》的反恐精英初代作品，基于这个原因，
sen pred gold
的 O O
修 O O
改 O O
， O O
推 O O
出 O O
了 O O
被 O O
国 O O
人 O O
称 O O
为 O O
《 B-gam B-gam
半 I-gam I-gam
条 I-gam I-gam
命 I-gam I-gam
人 I-gam I-gam
质 I-gam I-gam
版 I-gam I-gam
》 I-gam I-gam
的 O O
反 O B-gam
恐 O I-gam
精 O I-gam
英 O I-gam
初 O O
代 O O
作 O O
品 O O
， O O
基 O O
于 O O
这 O O
个 O O
原 O O
因 O O
， O O


raw: 中国CS界传奇人物，国内CS冠军“大满贯”得主著名选手Alex（卞正伟）
sen pred gold
中 O O
国 O O
c B-gam B-gam
s I-gam I-gam
界 O O
传 O O
奇 O O
人 O O
物 O O
， O O
国 O O
内 O O
c B-gam B-gam
s I-gam I-gam
冠 O O
军 O O
[UNK] O O
大 O O
满 O O
贯 O O
[UNK] O O
得 O O
主 O O
著 O O
名 O O
选 B-pos O
手 I-pos O
a B-nam B-nam
l I-nam I-nam
e I-nam I-nam
x I-nam I-nam
（ I-nam O
卞 I-nam B-nam
正 I-nam I-nam
伟 I-nam I-nam
） I-nam O


raw: 泡泡1000评论商城狄仁杰Q版徽章钥匙扣购买49.969狄仁杰之异虫谜案简介热度4489
sen pred gold
泡 O O
泡 O O
1 O O
0 O O
0 O O
0 O O
评 O O
论 O O
商 O O
城 O O
狄 B-mov B-nam
仁 I-mov I-nam
杰 I-mov I-nam
q O O
版 O O
徽 O O
章 O O
钥 O O
匙 O O
扣 O O
购 O O
买 O O
4 O O
9 O O
. O O
9 O O
6 O O
9 O O
狄 B-mov B-mov
仁 I-mov I-mov
杰 I-mov I-mov
之 I-mov I-mov
异 I-mov I-mov
虫 I-mov I-mov
谜 I-mov I-mov
案 I-mov I-mov
简 O O
介 O O
热 O O
度 O O
4 O O
4 O O
8 O O
9 O O


raw: 该电影工作室确认第五部生化危机电影将于2012年9月14日上映。米拉·
sen pred gold
该 O O
电 O O
影 O O
工 O O
作 O O
室 O O
确 O O
认 O O
第 O O
五 O O
部 O O
生 B-mov B-mov
化 I-mov I-mov
危 I-mov I-mov
机 O I-mov
电 O O
影 O O
将 O O
于 O O
2 O O
0 O O
1 O O
2 O O
年 O O
9 O O
月 O O
1 O O
4 O O
日 O O
上 O O
映 O O
。 O O
米 B-nam B-add
拉 I-nam I-add
· I-nam O


raw: 全国人大财政经济委员会主任委员石秀诗向第十一届全国人大常委会作《
sen pred gold
全 B-gov B-gov
国 I-gov I-gov
人 I-gov I-gov
大 I-gov I-gov
财 I-gov I-gov
政 I-gov I-gov
经 I-gov I-gov
济 I-gov I-gov
委 I-gov I-gov
员 I-gov I-gov
会 I-gov I-gov
主 B-pos B-pos
任 I-pos I-pos
委 I-pos I-pos
员 I-pos I-pos
石 B-nam B-nam
秀 I-nam I-nam
诗 I-nam I-nam
向 O O
第 B-gov O
十 I-gov O
一 I-gov O
届 I-gov O
全 B-gov B-gov
国 I-gov I-gov
人 I-gov I-gov
大 I-gov I-gov
常 I-gov I-gov
委 I-gov I-gov
会 I-gov I-gov
作 O O
《 O O


raw: 这条骑行线路包含了北京最具代表性的胡同街区什刹海，游王府、观故居、逛古街，
sen pred gold
这 O O
条 O O
骑 O O
行 O O
线 O O
路 O O
包 O O
含 O O
了 O O
北 B-add B-add
京 I-add I-add
最 O O
具 O O
代 O O
表 O O
性 O O
的 O O
胡 O B-add
同 O I-add
街 O I-add
区 O I-add
什 B-sce B-sce
刹 I-sce I-sce
海 I-sce I-sce
， O O
游 O O
王 B-sce B-sce
府 I-sce I-sce
、 O O
观 B-sce O
故 I-sce B-sce
居 I-sce I-sce
、 O O
逛 O O
古 B-sce B-sce
街 I-sce I-sce
， O O


raw: 新浪娱乐讯由知名演员张瑜首次独立执导的青春偶像电影《八十一格》将于9月全国公映。
sen pred gold
新 B-com B-boo
浪 I-com I-boo
娱 I-com I-boo
乐 I-com I-boo
讯 O O
由 O O
知 O O
名 O O
演 B-pos B-pos
员 I-pos I-pos
张 B-nam B-nam
瑜 I-nam I-nam
首 O O
次 O O
独 O O
立 O O
执 O O
导 O O
的 O O
青 O O
春 O O
偶 O O
像 O O
电 O O
影 O O
《 B-mov B-mov
八 I-mov I-mov
十 I-mov I-mov
一 I-mov I-mov
格 I-mov I-mov
》 I-mov I-mov
将 O O
于 O O
9 O O
月 O O
全 O O
国 O O
公 O O
映 O O
。 O O


raw: 3月17日，发现客户信用卡被人冒名补办的银行方，向督院街派出所报了案。案侦民警立即开始调查取证，
sen pred gold
3 O O
月 O O
1 O O
7 O O
日 O O
， O O
发 O O
现 O O
客 O O
户 O O
信 O O
用 O O
卡 O O
被 O O
人 O O
冒 O O
名 O O
补 O O
办 O O
的 O O
银 O O
行 O O
方 O O
， O O
向 O B-gov
督 B-gov I-gov
院 I-gov I-gov
街 I-gov I-gov
派 I-gov I-gov
出 I-gov I-gov
所 I-gov I-gov
报 O O
了 O O
案 O O
。 O O
案 O O
侦 O O
民 B-pos B-pos
警 I-pos I-pos
立 O O
即 O O
开 O O
始 O O
调 O O
查 O O
取 O O
证 O O
， O O


raw: 张裕能：贝宁先生在卢浮宫现在边上盖了金字塔有什么用，那么古老的卢浮宫摇身一变，变成了最新的卢浮宫，
sen pred gold
张 B-nam B-nam
裕 I-nam I-nam
能 I-nam I-nam
： O O
贝 B-nam B-nam
宁 I-nam I-nam
先 O O
生 O O
在 O O
卢 B-sce B-add
浮 I-sce I-add
宫 I-sce I-add
现 O O
在 O O
边 O O
上 O O
盖 O O
了 O O
金 B-sce B-sce
字 I-sce I-sce
塔 I-sce I-sce
有 O O
什 O O
么 O O
用 O O
， O O
那 O O
么 O O
古 O O
老 O O
的 O O
卢 B-sce B-sce
浮 I-sce I-sce
宫 I-sce I-sce
摇 O O
身 O O
一 O O
变 O O
， O O
变 O O
成 O O
了 O O
最 O O
新 O O
的 O O
卢 B-sce B-sce
浮 I-sce I-sce
宫 I-sce I-sce
， O O


raw: 记者从商业银行获得的数据（为央行统计各银行上报的数据而制定，与银行最终公布的数据可能略有出入，下同）
sen pred gold
记 B-pos B-pos
者 I-pos I-pos
从 O O
商 O B-com
业 O I-com
银 O I-com
行 O I-com
获 O O
得 O O
的 O O
数 O O
据 O O
（ O O
为 O O
央 B-gov B-gov
行 I-gov I-gov
统 O O
计 O O
各 O O
银 O O
行 O O
上 O O
报 O O
的 O O
数 O O
据 O O
而 O O
制 O O
定 O O
， O O
与 O O
银 O O
行 O O
最 O O
终 O O
公 O O
布 O O
的 O O
数 O O
据 O O
可 O O
能 O O
略 O O
有 O O
出 O O
入 O O
， O O
下 O O
同 O O
） O O


raw: 从赛程看，曼城的注意力肯定在周末的曼城德比之中，而且以联盟杯的赛程看，
sen pred gold
从 O O
赛 O O
程 O O
看 O O
， O O
曼 B-org B-org
城 I-org I-org
的 O O
注 O O
意 O O
力 O O
肯 O O
定 O O
在 O O
周 O O
末 O O
的 O O
曼 B-org B-add
城 I-org I-add
德 O O
比 O O
之 O O
中 O O
， O O
而 O O
且 O O
以 O O
联 B-org B-org
盟 I-org I-org
杯 I-org I-org
的 O O
赛 O O
程 O O
看 O O
， O O


raw: 随着客户开发成本水涨船高，提高佣金比例无可厚非。而零售银行总监则担心：
sen pred gold
随 O O
着 O O
客 O O
户 O O
开 O O
发 O O
成 O O
本 O O
水 O O
涨 O O
船 O O
高 O O
， O O
提 O O
高 O O
佣 O O
金 O O
比 O O
例 O O
无 O O
可 O O
厚 O O
非 O O
。 O O
而 O O
零 O B-com
售 O I-com
银 O I-com
行 O I-com
总 B-pos B-pos
监 I-pos I-pos
则 O O
担 O O
心 O O
： O O


raw: 蒂芬金《黑暗之塔》将改编成游戏
sen pred gold
蒂 B-nam B-nam
芬 I-nam I-nam
金 I-nam I-nam
《 B-mov B-boo
黑 I-mov I-boo
暗 I-mov I-boo
之 I-mov I-boo
塔 I-mov I-boo
》 I-mov I-boo
将 O O
改 O O
编 O O
成 O O
游 O O
戏 O O


raw: （编者注：稿件为2009年银行卡安全有奖征文活动投稿，征文活动由金融时报主办，广电运通协办，
sen pred gold
（ O O
编 B-pos B-pos
者 I-pos I-pos
注 O O
： O O
稿 O O
件 O O
为 O O
2 O O
0 O O
0 O O
9 O O
年 O O
银 O O
行 O O
卡 O O
安 O O
全 O O
有 O O
奖 O O
征 O O
文 O O
活 O O
动 O O
投 O O
稿 O O
， O O
征 O O
文 O O
活 O O
动 O O
由 O O
金 B-boo B-com
融 I-boo I-com
时 I-boo I-com
报 I-boo I-com
主 O O
办 O O
， O O
广 B-com B-com
电 I-com I-com
运 I-com I-com
通 I-com I-com
协 O O
办 O O
， O O


raw: 1961年4月17日，一支由约1500多人组成的美国雇佣军突袭古巴，开始实施代号为“
sen pred gold
1 O O
9 O O
6 O O
1 O O
年 O O
4 O O
月 O O
1 O O
7 O O
日 O O
， O O
一 O O
支 O O
由 O O
约 O O
1 O O
5 O O
0 O O
0 O O
多 O O
人 O O
组 O O
成 O O
的 O O
美 B-gov B-pos
国 I-gov I-pos
雇 I-gov I-pos
佣 I-gov I-pos
军 I-gov I-pos
突 O O
袭 O O
古 B-add B-add
巴 I-add I-add
， O O
开 O O
始 O O
实 O O
施 O O
代 O O
号 O O
为 O O
[UNK] O O


raw: 布莱克本队vs利物浦队两队在英超联赛近18个赛季中共交战28场，布莱克本队6胜10平12负处于劣势，
sen pred gold
布 B-org B-org
莱 I-org I-org
克 I-org I-org
本 I-org I-org
队 I-org I-org
v O O
s O O
利 B-org B-org
物 I-org I-org
浦 I-org I-org
队 I-org I-org
两 O O
队 O O
在 O O
英 B-org O
超 I-org O
联 O O
赛 O O
近 O O
1 O O
8 O O
个 O O
赛 O O
季 O O
中 O O
共 O O
交 O O
战 O O
2 O O
8 O O
场 O O
， O O
布 B-org B-org
莱 I-org I-org
克 I-org I-org
本 I-org I-org
队 I-org I-org
6 O O
胜 O O
1 O O
0 O O
平 O O
1 O O
2 O O
负 O O
处 O O
于 O O
劣 O O
势 O O
， O O


raw: 给人创造一个很好的环境，是为了赚钱的，为什么像李总和张总的当代moma很特别呢？
sen pred gold
给 O O
人 O O
创 O O
造 O O
一 O O
个 O O
很 O O
好 O O
的 O O
环 O O
境 O O
， O O
是 O O
为 O O
了 O O
赚 O O
钱 O O
的 O O
， O O
为 O O
什 O O
么 O O
像 O O
李 O O
总 O O
和 O O
张 O O
总 O O
的 O O
当 O O
代 O O
m B-gam B-sce
o I-gam I-sce
m I-gam I-sce
a I-gam I-sce
很 O O
特 O O
别 O O
呢 O O
？ O O


raw: 如果WCG2011有魔兽争霸3和星际争霸2两个项目，你会参加哪个？
sen pred gold
如 O O
果 O O
w B-org B-org
c I-org I-org
g I-org I-org
2 O I-org
0 O I-org
1 O I-org
1 O I-org
有 O O
魔 B-gam B-gam
兽 I-gam I-gam
争 I-gam I-gam
霸 I-gam I-gam
3 I-gam I-gam
和 O O
星 B-gam B-gam
际 I-gam I-gam
争 I-gam I-gam
霸 I-gam I-gam
2 I-gam I-gam
两 O O
个 O O
项 O O
目 O O
， O O
你 O O
会 O O
参 O O
加 O O
哪 O O
个 O O
？ O O


raw: 就是因为这些不断出现的血腥和暴力内容充斥着游戏过程，才让BBFC无法以“15”
sen pred gold
就 O O
是 O O
因 O O
为 O O
这 O O
些 O O
不 O O
断 O O
出 O O
现 O O
的 O O
血 O O
腥 O O
和 O O
暴 O O
力 O O
内 O O
容 O O
充 O O
斥 O O
着 O O
游 O O
戏 O O
过 O O
程 O O
， O O
才 O O
让 O O
b B-gam B-gov
b I-gam I-gov
f I-gam I-gov
c I-gam I-gov
无 O O
法 O O
以 O O
[UNK] O O
1 O O
5 O O
[UNK] O O


raw: 链家地产市场研究部主任王志伟表示，据他了解的情况，由于没有细则指引，只有个别银行按照对“改善型住房”
sen pred gold
链 B-com B-com
家 I-com I-com
地 I-com I-com
产 I-com I-com
市 I-com O
场 I-com O
研 I-com O
究 I-com O
部 I-com O
主 B-pos B-pos
任 I-pos I-pos
王 B-nam B-nam
志 I-nam I-nam
伟 I-nam I-nam
表 O O
示 O O
， O O
据 O O
他 O O
了 O O
解 O O
的 O O
情 O O
况 O O
， O O
由 O O
于 O O
没 O O
有 O O
细 O O
则 O O
指 O O
引 O O
， O O
只 O O
有 O O
个 O O
别 O O
银 O O
行 O O
按 O O
照 O O
对 O O
[UNK] O O
改 O O
善 O O
型 O O
住 O O
房 O O
[UNK] O O


raw: 另外，据印度外交部一位官员透露，美国方面希望推动对印军售，
sen pred gold
另 O O
外 O O
， O O
据 O O
印 B-gov B-gov
度 I-gov I-gov
外 I-gov I-gov
交 I-gov I-gov
部 I-gov I-gov
一 O O
位 O O
官 B-pos B-pos
员 I-pos I-pos
透 O O
露 O O
， O O
美 O O
国 O O
方 O O
面 O O
希 O O
望 O O
推 O O
动 O O
对 O O
印 O B-gov
军 O I-gov
售 O O
， O O


raw: 《幻想三国志4》：璎珞宝盒
sen pred gold
《 B-gam B-gam
幻 I-gam I-gam
想 I-gam I-gam
三 I-gam I-gam
国 I-gam I-gam
志 I-gam I-gam
4 I-gam I-gam
》 I-gam I-gam
： O O
璎 O B-nam
珞 O I-nam
宝 O O
盒 O O


raw: 如今李晨洋香港账户的资金没有外汇管制，可以随时通过网银往全世界调汇。
sen pred gold
如 O O
今 O O
李 B-nam B-nam
晨 I-nam I-nam
洋 I-nam I-nam
香 B-add O
港 I-add O
账 O O
户 O O
的 O O
资 O O
金 O O
没 O O
有 O O
外 O O
汇 O O
管 O O
制 O O
， O O
可 O O
以 O O
随 O O
时 O O
通 O O
过 O O
网 O O
银 O O
往 O O
全 O O
世 O O
界 O O
调 O O
汇 O O
。 O O


raw: 梅塔利斯在乌克兰联赛、杯赛及联盟杯中保持9场不败，状态相当出色；
sen pred gold
梅 B-org B-org
塔 I-org I-org
利 I-org I-org
斯 I-org I-org
在 O O
乌 B-org B-org
克 I-org I-org
兰 I-org I-org
联 I-org I-org
赛 O I-org
、 O O
杯 O B-org
赛 O I-org
及 O O
联 B-org B-org
盟 I-org I-org
杯 I-org I-org
中 O O
保 O O
持 O O
9 O O
场 O O
不 O O
败 O O
， O O
状 O O
态 O O
相 O O
当 O O
出 O O
色 O O
； O O


raw: 新华社香港1月25日电（记者陈思武）香港特别行政区行政长官曾荫权25日发表农历新年贺辞，
sen pred gold
新 B-com B-gov
华 I-com I-gov
社 I-com I-gov
香 B-add B-add
港 I-add I-add
1 O O
月 O O
2 O O
5 O O
日 O O
电 O O
（ O O
记 B-pos B-pos
者 I-pos I-pos
陈 B-nam B-nam
思 I-nam I-nam
武 I-nam I-nam
） O O
香 B-gov B-pos
港 I-gov I-pos
特 I-gov I-pos
别 I-gov I-pos
行 I-gov I-pos
政 I-gov I-pos
区 I-gov I-pos
行 B-pos I-pos
政 I-pos I-pos
长 I-pos I-pos
官 I-pos I-pos
曾 B-nam B-nam
荫 I-nam I-nam
权 I-nam I-nam
2 O O
5 O O
日 O O
发 O O
表 O O
农 O O
历 O O
新 O O
年 O O
贺 O O
辞 O O
， O O


raw: Assembly开发的RTS作品《风暴骤起》(Stormrise)于日前上市。
sen pred gold
a B-com B-com
s I-com I-com
s I-com I-com
e I-com I-com
m I-com I-com
b I-com I-com
l I-com I-com
y I-com I-com
开 O O
发 O O
的 O O
r O O
t O O
s O O
作 O O
品 O O
《 B-gam B-gam
风 I-gam I-gam
暴 I-gam I-gam
骤 I-gam I-gam
起 I-gam I-gam
》 I-gam I-gam
( O B-gam
s B-gam I-gam
t I-gam I-gam
o I-gam I-gam
r I-gam I-gam
m I-gam I-gam
r I-gam I-gam
i I-gam I-gam
s I-gam I-gam
e I-gam I-gam
) O I-gam
于 O O
日 O O
前 O O
上 O O
市 O O
。 O O


raw: 这也是张路老师在新浪的足彩推荐中第四次命中头奖！
sen pred gold
这 O O
也 O O
是 O O
张 B-nam B-nam
路 I-nam I-nam
老 B-pos B-pos
师 I-pos I-pos
在 O O
新 B-com B-com
浪 I-com I-com
的 O O
足 O B-org
彩 O I-org
推 O O
荐 O O
中 O O
第 O O
四 O O
次 O O
命 O O
中 O O
头 O O
奖 O O
！ O O


raw: 但卡卡和加图索的回归会给红黑军团带回些信心。立博相同赔率下，2006-07赛季至今意甲主队7胜2平，
sen pred gold
但 O O
卡 B-nam B-org
卡 I-nam I-org
和 O O
加 B-nam B-org
图 I-nam I-org
索 I-nam I-org
的 O O
回 O O
归 O O
会 O O
给 O O
红 O O
黑 O O
军 O O
团 O O
带 O O
回 O O
些 O O
信 O O
心 O O
。 O O
立 B-com B-com
博 I-com I-com
相 O O
同 O O
赔 O O
率 O O
下 O O
， O O
2 O O
0 O O
0 O O
6 O O
- O O
0 O O
7 O O
赛 O O
季 O O
至 O O
今 O O
意 B-org B-org
甲 I-org I-org
主 O O
队 O O
7 O O
胜 O O
2 O O
平 O O
， O O


raw: 韩亚银行自在中国设立分公司之初就密切关注中国的高端客户。在北京金融大街17号韩亚银行营业部，
